STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,DD_DIM,Data type,DD_ID,Criteria ID,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CRITERIA,Criteria,DECIMALS,Decimals,CONF_STATUS,Confidentiality status
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHE,Switzerland,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Not available,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHE,Switzerland,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISR,Israel,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISR,Israel,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,KOR,Korea,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,KOR,Korea,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,80,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_310,Effectiveness of internal control and risk management,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DEU,Germany,A,Annual,PII_310,Effectiveness of internal control and risk management,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_310,Effectiveness of internal control and risk management,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_3101,Regulatory framework for internal control,PO,Points,_T,Total,_T,Total,2023,,10/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISL,Iceland,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ITA,Italy,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LVA,Latvia,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,100/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BRA,Brazil,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,IRL,Ireland,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,80/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,77/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BEL,Belgium,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_3103,Risk management framework.,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISL,Iceland,A,Annual,PII_3103,Risk management framework.,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,11/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BRA,Brazil,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,0/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,7/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,7/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,10/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,JPN,Japan,A,Annual,PII_3105,Central reporting on internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,0/9,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LTU,Lithuania,A,Annual,PII_3105,Central reporting on internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,6/9,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHE,Switzerland,A,Annual,PII_3105,Central reporting on internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,4/9,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PO,Points,_T,Total,_T,Total,2023,,3/12,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PO,Points,_T,Total,_T,Total,2023,,1/12,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISR,Israel,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PO,Points,_T,Total,_T,Total,2023,,5/12,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_3107,Use of integrity risk management in budget organisations in practice,PO,Points,_T,Total,_T,Total,2023,,3/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,EST,Estonia,A,Annual,PII_3107,Use of integrity risk management in budget organisations in practice,PO,Points,_T,Total,_T,Total,2023,,0/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DEU,Germany,A,Annual,PII_3107,Use of integrity risk management in budget organisations in practice,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_3107,Use of integrity risk management in budget organisations in practice,PO,Points,_T,Total,_T,Total,2023,,2/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BEL,Belgium,A,Annual,PII_3109,Share of national budget organisations internally audited in the past five years,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CAN,Canada,A,Annual,PII_310,Effectiveness of internal control and risk management,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_310,Effectiveness of internal control and risk management,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ESP,Spain,A,Annual,PII_3101,Regulatory framework for internal control,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,56,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BRA,Brazil,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,98,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,84,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_31010,Adoption rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,98,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,JPN,Japan,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LTU,Lithuania,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,95,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PER,Peru,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_3102,Regulatory framework for internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,TUR,Türkiye,A,Annual,PII_3102,Regulatory framework for internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,70,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_3103,Risk management framework.,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,80,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_3103,Risk management framework.,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,LUX,Luxembourg,A,Annual,PII_3103,Risk management framework.,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NOR,Norway,A,Annual,PII_3103,Risk management framework.,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,80,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_3103,Risk management framework.,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,80,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_3103,Risk management framework.,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,80,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUT,Austria,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,27,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,JPN,Japan,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CHE,Switzerland,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,55,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_3105,Central reporting on internal control and internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,33,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ISR,Israel,A,Annual,PII_3105,Central reporting on internal control and internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_3105,Central reporting on internal control and internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,42,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,EST,Estonia,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,50,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DEU,Germany,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_3106,Internal audit and risk-based approaches in practice,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,50,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BEL,Belgium,A,Annual,PII_3108,Share of national budget organisations covered by internal audit,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_3109,Share of national budget organisations internally audited in the past five years,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
