SiteFunctionalLocation,LicenceArea,SiteName,SiteType,SiteVoltage,ESQCROverallRisk,GridRef,SiteAssetCount,PowerTransformerCount,ElectricalAssetCount,CivilAssetCount,Street,Suburb,TownCity,County,PostCode,YearCommissioned,DateCommissioned,SiteClassification,AssessmentDate,Last_Report,CalculatedResistance,MeasuredResistance.Ohm.,Next_AssessmentDate,Easting,Northing,transratingwinter,transratingsummer,reversepower,maxdemandsummer,maxdemandwinter,Spatial Coordinates,local_authority,local_authority_code,what3words
EPN-S0000000H4079,Eastern Power Networks (EPN),SLEAFORD ST PRIMARY 33/11kV,Primary Substation,33,High,TL46535832,106,2,106,0,,,CAMBRIDGE EAST,Cambridgeshire,CB1 2PU,NA,1970-04-01,COLD,2012-11-15,P-12-2123-01,0.76Ω 0.00Deg,,2025-11-26,546530,258320,"38, 38","29, 29",<100%,16,18.7,"52.2036346579077, 0.142818508822092",Cambridge,E07000008,horses.escape.stroke
EPN-S0000000H4083,Eastern Power Networks (EPN),BURWELL PRIMARY 33/11kV,Primary Substation,33,Medium,TL5824266862,72,2,72,0,,,BURWELL,Cambridgeshire,CB25 0BP,NA,1959-04-01,HOT,2017-04-20,ESL1992004-R01,0.18Ω 0.00Deg,0.11,2025-11-26,558242,266862,"13, 13","10, 10","Not Available,  <100%",5.2,6.6,"52.2771324432408, 0.318055389924841",East Cambridgeshire,E07000009,like.files.situation
EPN-S0000000H4092,Eastern Power Networks (EPN),WEST BEDFORD PRIMARY 33/11kV,Primary Substation,33,Medium,TL0244546430,90,2,90,0,,KEMPSTON,BEDFORD,Bedfordshire,MK42 7JZ,NA,2009-04-01,COLD,2020-03-27,ELP03607002-R01,0.26Ω 0.00Deg,0.11,2036-11-26,502445,246430,"24, 24","18, 18",100%,7.9,8.3,"52.1067228834886, -0.505589460401651",Bedford,E06000055,innovate.jigging.forgives
EPN-S0000000H5003,Eastern Power Networks (EPN),BRADWELL PRIMARY 33/11kV,Primary Substation,33,High,TG5169201734,98,2,98,0,,,BRADWELL NORFOLK,Norfolk,NR31 9AR,NA,1959-04-01,COLD,2015-07-23,ESL0951001-R01 RC,14.70Ω 0.00Deg,0.12,2029-11-26,651692,301734,"23, 23","17, 17",<100%,10.8,13.5,"52.5551920087145, 1.71151379971712",Great Yarmouth,E07000145,unity.tent.meanwhile
EPN-S0000000H5004,Eastern Power Networks (EPN),BUNGAY PRIMARY 33/11kV,Primary Substation,33,Very High,TM3364389451,111,2,111,0,,,BUNGAY,Suffolk,NR35 1DQ,NA,1965-04-01,COLD,2013-12-19,P-13-3257-01,NA,0.07,2028-11-26,633643,289451,"23, 23","17, 17",<100%,10.9,12.8,"52.4530089570339, 1.43718076209697",East Suffolk,E07000244,though.spurned.respected
EPN-S0000000H5011,Eastern Power Networks (EPN),NORTH WALSHAM PRIMARY 33/11kV,Primary Substation,33,High,TG2809229753,118,2,118,0,,,NORTH WALSHAM,Norfolk,NR28 0DS,NA,2002-04-01,COLD,2009-02-05,BPI 05-02-2009,0.06Ω 0.00Deg,,2028-11-26,628092,329753,"40, 40","30, 30",100%,7.4,10,"52.8170296711377, 1.38345623794763",North Norfolk,E07000147,warmers.defends.boils
EPN-S0000000H5016,Eastern Power Networks (EPN),EAST DEREHAM PRIMARY 33/11kV,Primary Substation,33,High,TF99171373,148,2,148,0,,,EAST DEREHAM,Norfolk,NR19 2HN,NA,1970-04-01,COLD,2013-10-01,P-13-3063-01,0.11Ω 0.00Deg,,2028-11-26,599170,313730,"38, 38","29, 29",<100%,16.1,20.8,"52.6846328706583, 0.945193420743859",Breckland,E07000143,gear.cheese.grapevine
EPN-S0000000H5020,Eastern Power Networks (EPN),LONG RD PRIMARY 33/11kV,Primary Substation,33,High,TM5247590734,69,2,69,0,,,LOWESTOFT SOUTH,Suffolk,NR33 9DF,NA,1955-04-01,COLD,2017-12-14,ESL1992014-R01,2.40Ω 0.00Deg,0.11,2029-11-26,652475,290734,"24, 24","18, 18",100%,11.9,14.6,"52.4561490076987, 1.71469894955425",East Suffolk,E07000244,credible.proposals.cabbage
EPN-S0000000H5029,Eastern Power Networks (EPN),CAISTER PRIMARY 33/11kV,Primary Substation,33,High,TG5241010804,75,2,75,0,,,CAISTER ON SEA,Norfolk,NR30 5TE,NA,1963-04-01,COLD,2013-10-24,P-13-3137-01,0.21Ω 0.00Deg,,2029-11-26,652410,310804,"15, 15","12, 12",<100%,9.7,11.2,"52.6362246939816, 1.72899218500177",Great Yarmouth,E07000145,blues.wings.drama
EPN-S0000000H5035,Eastern Power Networks (EPN),PEACHMAN WAY PRIMARY 33/11kV,Primary Substation,33,Medium,TG2858209375,82,2,82,0,,,THORPE ST ANDREW,Norfolk,NR7 0WF,NA,1970-04-01,HOT,2014-09-05,ESL0042-055,0.74Ω 0.00Deg,,2029-11-26,628582,309375,"24, 24","18, 18",100%,4.1,5.5,"52.6339522341422, 1.37654425622674",Broadland,E07000144,boots.dips.nest
EPN-S0000000H5037,Eastern Power Networks (EPN),TUCKSWOOD PRIMARY 33/11kV,Primary Substation,33,Medium,TG22860635,83,2,83,0,,,NORWICH NR4,Norfolk,NR4 6EJ,NA,1967-04-01,COLD,2013-12-20,P-13-3248-01-DUP,0.64Ω 0.00Deg,,2030-11-26,622860,306350,"23, 23","17, 17",<100%,7.4,10,"52.6091808256905, 1.29010010884022",Norwich,E07000148,plenty.cook.rice
EPN-S0000000H5040,Eastern Power Networks (EPN),WYMONDHAM PRIMARY 33/11kV,Primary Substation,33,High,TG10610117,93,2,93,0,,,WYMONDHAM SOUTH,Norfolk,NR18 9PJ,NA,1961-04-01,COLD,2008-11-12,BPI 12-11-2008,NA,0.13,2030-11-26,610610,301170,"24, 24","18, 18",100%,12.4,17.5,"52.5675657948615, 1.10617928336132",South Norfolk,E07000149,song.daunted.cupcake
EPN-S0000000H5042,Eastern Power Networks (EPN),BARRACK ST PRIMARY 33/11kV,Primary Substation,33,High,TG2366209421,67,2,67,0,,,NORWICH NR3,Norfolk,NR3 1LY,NA,1988-04-01,COLD,2013-12-19,P-13-3260-01,0.79Ω 0.00Deg,,2029-11-26,623662,309421,"24, 24","18, 18",100%,6.5,8.6,"52.6364131034379, 1.30400072251415",Norwich,E07000148,parade.parts.basis
EPN-S0000000H5052,Eastern Power Networks (EPN),GEORGE HILL PRIMARY 33/11kV,Primary Substation,33,High,TG2337211728,85,2,85,0,JUNCTION SPIXWORTH ROAD,,OLD CATTON,Norfolk,NR6 7NQ,NA,1965-04-01,COLD,2013-12-20,P-13-3249-01,0.41Ω 0.00Deg,,2029-11-26,623372,311728,"23, 23","17, 17",100%,12.1,15.4,"52.6572372532096, 1.30128299227045",Broadland,E07000144,shaky.bands.under
EPN-S0000000H5056,Eastern Power Networks (EPN),LOWESTOFT GRID 33/11kV,Primary Substation,33,High,TM54029333,124,2,124,0,,,LOWESTOFT NORTH,Suffolk,NR32 2JN,NA,1966-04-01,COLD,2015-12-17,ESL0951038-R02 RA,1.78Ω 0.00Deg,0.08,2029-11-26,654020,293330,"38, 38","29, 29",<100%,18.6,21,"52.4787216662553, 1.7393627127201",East Suffolk,E07000244,down.input.photos
EPN-S0000000H5057,Eastern Power Networks (EPN),MOUSEHOLD PRIMARY 33/11kV,Primary Substation,33,High,TG2520310077,112,2,112,0,,,NORWICH NR3,Norfolk,NR7 9NT,NA,1986-04-01,HOT,2013-12-20,P-13-3246-01,1.17Ω 0.00Deg,,2029-11-26,625203,310077,"24, 24","18, 18",100%,13.1,17.2,"52.6416637087557, 1.32718019959499",Norwich,E07000148,scary.certified.demand
EPN-S0000000H5061,Eastern Power Networks (EPN),STALHAM PRIMARY 33/11kV,Primary Substation,33,Medium,TG36952533,98,2,98,0,,,STALHAM,Norfolk,NR12 9AF,NA,1965-04-01,COLD,2010-07-15,P-10-696-45,NA,0.16,2029-11-26,636950,325330,"24, 24","18, 18",100%,6.8,8.6,"52.773527721877, 1.51144404414923",North Norfolk,E07000147,lurching.contoured.bunny
EPN-S0000000H5063,Eastern Power Networks (EPN),ATTLEBOROUGH PRIMARY 33/11kV,Primary Substation,33,Very High,TM05289484,98,2,98,0,,,ATTLEBOROUGH,Norfolk,NR17 2AT,NA,1952-04-01,COLD,2013-12-20,P-13-3255-01,0.38Ω 0.00Deg,,2030-11-26,605280,294840,"24, 24","18, 18",100%,11.3,13.7,"52.5127748708014, 1.02374428979723",Breckland,E07000143,lake.fabricate.pleaser
EPN-S0000000H5067,Eastern Power Networks (EPN),GT YARMOUTH GRID 33/11kV,Primary Substation,33,High,TG52800585,131,3,131,0,,,GREAT YARMOUTH SOUTH,Norfolk,NR30 3PU,NA,1951-04-01,COLD,2014-05-09,ESL0042-11643,0.07Ω 0.00Deg,,2029-11-26,652800,305850,"23, 23, 23","18, 18, 18","100%, Not Available",19.7,23.6,"52.5916026624618, 1.73095825038195",Great Yarmouth,E07000145,wounds.hush.trip
EPN-S0000000H5069,Eastern Power Networks (EPN),SALL 33/11kV,Primary Substation,33,High,TG1263624190,84,2,84,0,,,CAWSTON,Norfolk,NR10 4BD,NA,1961-04-01,COLD,2013-03-18,P-13-2414-02,NA,0.11,2028-11-26,612636,324190,"24, 24","18, 18",100%,6.2,8.6,"52.7734089482752, 1.1508670612144",Broadland,E07000144,jetted.importers.devoured
EPN-S0000000H5070,Eastern Power Networks (EPN),SPROWSTON PRIMARY 33/11kV,Primary Substation,33,Very High,TG25691197,71,2,71,0,,,SPROWSTON,Norfolk,NR7 8RX,NA,1936-04-01,HOT,2013-12-20,P-13-3254-01,0.39Ω 0.00Deg,,2029-11-26,625690,311970,"15, 15","11, 11",<100%,6.9,8.7,"52.6584501996926, 1.33565892152503",Broadland,E07000144,purple.cheeks.parent
EPN-S0000000H5071,Eastern Power Networks (EPN),ST STEPHENS PRIMARY 33/11kV,Primary Substation,33,Medium,TG2277308100,122,2,122,0,,,NORWICH,Norfolk,NR1 3SH,NA,2003-04-01,COLD,2014-08-27,ESL0111-007,0.47Ω 0.00Deg,,2029-11-26,622773,308100,"40, 40","30, 30",100%,17.4,22.6,"52.6249225975234, 1.28999584483078",Norwich,E07000148,steps.laws.planet
EPN-S0000000H6003,Eastern Power Networks (EPN),BURY PRIMARY 33/11kV,Primary Substation,33,Very High,TL28968393,117,2,117,0,MEADOW LANE,,BURY,Cambridgeshire,PE26 2NY,NA,1961-04-01,HOT,2009-03-13,P-08-502-28,0.11Ω 0.00Deg,,2028-11-26,528960,283930,"15, 15","12, 12",<100%,6.7,10.9,"52.4381350996624, -0.104318851814372",Huntingdonshire,E07000011,barn.super.quail
EPN-S0000000H6004,Eastern Power Networks (EPN),EGMERE PRIMARY 33/11kV,Primary Substation,33,High,TF9049638158,47,1,47,0,FAKENHAM ROAD,EGMERE,GREAT WALSINGHAM,Norfolk,NR22 6AY,NA,1956-04-01,HOT,2013-11-06,P-13-2989-02,NA,0.31,2030-11-26,590496,338158,7,5,100%,2.6,2.9,"52.9070776968808, 0.831254754296394",North Norfolk,E07000147,clutches.deals.shifting
EPN-S0000000H6006,Eastern Power Networks (EPN),HUNSTANTON PRIMARY 33/11kV,Primary Substation,33,Medium,TF68044063,64,2,64,0,,,HUNSTANTON,Norfolk,PE36 5HY,NA,1976-04-01,COLD,2013-11-06,P-13-3053-01,NA,0.15,2030-11-26,568040,340630,"24, 24","18, 18",100%,6.6,7.7,"52.9367629574931, 0.498979149271156",King's Lynn and West Norfolk,E07000146,important.shelter.investor
EPN-S0000000H6033,Eastern Power Networks (EPN),FAIRSTEAD PRIMARY 33/11kV,Primary Substation,33,High,TF6417319432,88,2,88,0,,,KINGS LYNN,Norfolk,PE30 4SG,NA,1970-04-01,COLD,2017-05-09,ESL1992018-R01,0.24Ω 0.00Deg,0.06,2030-11-26,564173,319432,"23, 23","17, 17",<100%,14.2,17.8,"52.7475733511991, 0.430835734531723",King's Lynn and West Norfolk,E07000146,apple.merge.overlaps
EPN-S0000000H6035,Eastern Power Networks (EPN),GUYHIRN PRIMARY 33/11kV,Primary Substation,33,Medium,TF40700432,49,1,49,0,,,GUYHIRN,Cambridgeshire,PE13 4EG,NA,1967-04-01,HOT,2008-11-27,P-08-502-12,NA,0.54,2028-11-26,540700,304320,15,12,100%,2.2,3.2,"52.6184258263664, 0.0768943293118374",Fenland,E07000010,shine.mallets.qualified
EPN-S0000000H6064,Eastern Power Networks (EPN),OUTWELL MOORS PRIMARY 33/11kV,Primary Substation,33,High,TF52000574,87,2,87,0,,,OUTWELL,Norfolk,PE14 8PW,NA,1962-04-01,HOT,2013-08-09,P-13-2789-01,0.22Ω 0.00Deg,,2028-11-26,552000,305740,"10, 10","8, 8",Not Available,4,6.1,"52.6281391631301, 0.244329053492316",King's Lynn and West Norfolk,E07000146,lookout.outcasts.gosh
EPN-S0000000H6066,Eastern Power Networks (EPN),SOUTHERY PRIMARY 33/11kV,Primary Substation,33,High,TL60989564,31,1,31,0,,,SOUTHERY,Norfolk,PE38 0HS,NA,1947-04-01,COLD,2013-12-09,P-13-3294-01,NA,0.19,2028-11-26,560980,295640,3,3,Not Available,1.5,1.8,"52.5348339638177, 0.371981837575061",King's Lynn and West Norfolk,E07000146,inversely.bounded.elephant
EPN-S0000000H6069,Eastern Power Networks (EPN),UPWELL LAKES END PRIMARY 33/11kV,Primary Substation,33,High,TL51789614,46,1,46,0,,,UPWELL,Norfolk,PE14 9QD,NA,1966-04-01,COLD,2013-12-04,P-13-3295-01,NA,0.09,2028-11-26,551780,296140,NA,NA,NA,NA,NA,"52.5419645382551, 0.236685468028231",King's Lynn and West Norfolk,E07000146,bloodshot.verdict.singing
EPN-S0000000H6075,Eastern Power Networks (EPN),NORTHWOLD PRIMARY 33/11kV,Primary Substation,33,High,TL73759790,98,2,98,0,,,NORTHWOLD,Norfolk,IP26 5LQ,NA,1998-04-01,HOT,2015-07-28,ESL0951002-R01 RC,2.07Ω 0.00Deg,0.62,2030-11-26,573750,297900,"24, 24","18, 18",100%,8.4,9.8,"52.5512106810433, 0.56124150674349",King's Lynn and West Norfolk,E07000146,sublime.flickers.lied
EPN-S0000000H6078,Eastern Power Networks (EPN),WIGGENHALL PRIMARY 33/11kV,Primary Substation,33,Medium,TF5881314231,67,1,67,0,,,ST GERMANS,Norfolk,PE34 3ET,NA,2003-04-01,COLD,2016-06-07,ESL1519003-R01,0.53Ω 0.00Deg,0.1,2028-11-26,558813,314231,24,18,100%,1.8,3.4,"52.7024578888236, 0.348987033620053",King's Lynn and West Norfolk,E07000146,alone.isolating.contacts
EPN-S0000000H7004,Eastern Power Networks (EPN),CRANHAM PRIMARY 33/11KV,Primary Substation,33,High,TQ5730386692,81,2,81,0,ST MARYS LANE,CRANHAM,UPMINSTER,Essex,RM14 3LU,NA,1962-04-01,COLD,2023-09-15,ELP09356035-R01,0.31Ω 0.00Deg,0.02,2039-11-26,557303,186692,"23, 23","18, 18",100%,7.8,11.2,"51.5571815966734, 0.267711486430724",Havering,E09000016,buzz.fancy.elbow
EPN-S0000000H7008,Eastern Power Networks (EPN),GOOSEBERRY GRN PRIMARY 33/11KV,Primary Substation,33,High,TQ6653295267,96,2,96,0,,,BILLERICAY NORTH,Essex,CM12 0XA,NA,1956-04-01,COLD,2021-06-03,ELP05282021-R01,0.25Ω 0.00Deg,0.06,2037-11-26,566532,195267,"21, 21","18, 18",<100%,9,10.6,"51.631567606277, 0.404784258995191",Basildon,E07000066,inner.manual.shin
EPN-S0000000H7016,Eastern Power Networks (EPN),MAY & BAKER PRIMARY,Primary Substation,33,Medium,TQ5048085369,74,2,74,0,RAINHAM RD SOUTH,,DAGENHAM,Essex,RM7 0SS,NA,1958-04-01,COLD,2021-04-08,ELP05282010-R01,0.53Ω 0.00Deg,0.07,2037-11-26,550480,185369,"22, 21","18, 18","<100%, 100%",4.7,8,"51.5471543752599, 0.168801360638651",Barking and Dagenham,E09000002,will.planet.invent
EPN-S0000000H7020,Eastern Power Networks (EPN),THORLEY PRIMARY 33/11kV,Primary Substation,33,Very High,TL48641877,128,2,128,0,,,THORLEY,Hertfordshire,CM23 4AS,NA,1957-04-01,COLD,2022-09-06,ELP07260033-R01,1.34Ω 0.00Deg,0.14,2038-11-26,548640,218770,"24, 24","18, 18","<100%, 100%",11.7,15.9,"51.8477438633511, 0.156507335423487",East Hertfordshire,E07000242,sands.pink.focal
EPN-S0000000H7023,Eastern Power Networks (EPN),BARCLAY WAY PRIMARY 33/11KV,Primary Substation,33,Medium,TQ5782578235,102,2,102,0,BARCLAY WAY,LAKESIDE RETAIL PARK,WEST THURROCK,Essex,RM20 3LW,NA,2000-04-01,COLD,2020-11-27,ELP04334-R01,1.12Ω 0.00Deg,0.17,2037-11-26,557825,178235,"40, 40","30, 30",100%,5.2,8,"51.4810552527565, 0.271450744975958",Thurrock,E06000034,attend.bunks.tools
EPN-S0000000H7024,Eastern Power Networks (EPN),BATA PRIMARY 33/11KV,Primary Substation,33,Very High,TQ6775578753,91,2,91,0,PRINCESS MARGARET RD,EAST TILBURY,EAST TILBURY,Essex,RM18 8SB,NA,1955-04-01,COLD,2023-06-22,ELP09356018,1.79Ω 0.00Deg,0.1,2039-11-26,567755,178753,"10, 10","9, 9",100%,6.9,6.8,"51.4828533656379, 0.414566324166197",Thurrock,E06000034,wacky.tells.invest
EPN-S0000000H7031,Eastern Power Networks (EPN),ROYSTON PRIMARY 33/11kV,Primary Substation,33,High,TL35744117,168,3,168,0,,,ROYSTON,Hertfordshire,SG8 7DD,NA,1955-04-01,COLD,2007-08-24,EM-07-187,NA,0.1,2026-11-26,535740,241170,"23, 23, 23","18, 18, 18","<100%, 100%",18.2,19.8,"52.0523002712469, -0.0218071435024984",North Hertfordshire,E07000099,nest.originate.outgrown
EPN-S0000000H7032,Eastern Power Networks (EPN),NEW HARLOW PRIMARY 33/11kV,Primary Substation,33,Medium,TL4567511234,169,3,169,0,,,HARLOW,Essex,CM20 2AB,NA,1963-04-01,COLD,2012-10-17,P-12-2059-01,0.12Ω 0.00Deg,,2040-11-22,545675,211234,"40, 40, 40","30, 30, 20",100%,28.6,35.3,"51.7808147754037, 0.110328154033663",Harlow,E07000073,apples.before.event
EPN-S0000000H7033,Eastern Power Networks (EPN),NEWTOWN PRIMARY 33/11kV,Primary Substation,33,High,TL4821920900,61,2,61,0,,,BISHOPS STORTFORD,Hertfordshire,CM23 2NU,NA,1997-04-01,COLD,2022-09-27,ELP07260034-R01,1.05Ω 0.00Deg,0.13,2038-11-26,548219,220900,"24, 24","18, 18",100%,11,13.6,"51.8669928379742, 0.15131280587419",East Hertfordshire,E07000242,flock.novel.warm
EPN-S0000000H7038,Eastern Power Networks (EPN),BELLHOUSE LN PRIMARY,Primary Substation,33,High,TQ8381488199,92,2,92,0,BELLHOUSE LANE,EASTWOOD,SOUTHEND,Essex,SS9 4PR,NA,1959-04-01,COLD,2020-12-04,ELP03607043-R01,0.63Ω 0.00Deg,0.04,2036-11-26,583814,188199,"20, 20","15, 15",100%,8.3,11,"51.5627091314155, 0.650513115757398",Southend-on-Sea,E06000033,drain.times.stump
EPN-S0000000H7047,Eastern Power Networks (EPN),HORNCHURCH LOCAL PRIMARY,Primary Substation,33,High,TQ5397287086,102,3,102,0,APPLETON WAY,HORNCHURCH,UPMINSTER,Essex,RM12 4HX,NA,1960-04-01,COLD,2021-04-22,ELP05282014-R01,6.88Ω 0.00Deg,0.08,2037-11-26,553972,187086,"20, 20, 20","15, 15, 15",Not Available,14.9,28.4,"51.561639806449, 0.219873222177904",Havering,E09000016,chart.crazy.solid
EPN-S0000000H7048,Eastern Power Networks (EPN),IMPERIUM SOUTH,Primary Substation,33,Medium,TQ7232190372,39,1,39,0,GARDINERS LANE SOUTH,BASILDON,,Essex,SS14 3,NA,2008-04-01,COLD,2020-10-27,ELP03607033-R01,0.22Ω 0.00Deg,0.06,2036-11-26,572321,190372,NA,NA,NA,NA,NA,"51.5858548660943, 0.485940740632325",Basildon,E07000066,pulled.spine.engage
EPN-S0000000H7053,Eastern Power Networks (EPN),SELWYN RD PRIMARY,Primary Substation,33,Very High,TQ6371476415,108,2,108,0,SELWYN ROAD,TILBURY,TILBURY,Essex,RM18 7BP,NA,1955-04-01,COLD,2023-09-27,ELP09356039,0.13Ω 0.00Deg,0.06,2039-11-26,563714,176415,"13, 13","10, 10",100%,10.5,10.2,"51.4630321731921, 0.355340222846226",Thurrock,E06000034,rent.universally.stem
EPN-S0000000H7056,Eastern Power Networks (EPN),RAYLEIGH LOCAL PRIMARY,Primary Substation,33,Low,TQ7985590760,72,2,72,0,HIGH MEAD OFF OF LOVE LN,,RAYLEIGH,Essex,SS6 7DR,NA,1999-04-01,HOT,2011-09-01,P-10-696-137,0.18Ω 0.00Deg,,2036-11-26,579855,190760,"24, 24","18, 18",100%,9,11.8,"51.5869877546985, 0.594770007929618",,,shin.asserts.bill
EPN-S0000000H7067,Eastern Power Networks (EPN),HAROLD WOOD PRIMARY,Primary Substation,33,High,TQ5510391370,84,2,84,0,COLCHESTER RD A12,,HAROLD WOOD,Essex,RM3 0XR,NA,1964-04-01,COLD,2021-02-11,ELP05282004-R01,0.19Ω 0.00Deg,0.03,2037-11-26,555103,191370,"21, 21","18, 18",100%,9.6,11.1,"51.5998196971724, 0.238066785985992",Havering,E09000016,scrap.loft.wicked
EPN-S0000000H7074,Eastern Power Networks (EPN),LONSDALE DR PRIMARY 33/11kV,Primary Substation,33,High,TQ3066996141,113,2,113,0,,,ENFIELD EN2,Middlesex,EN2 7LB,NA,1954-04-01,COLD,2018-05-30,ELP0061001-R01,0.32Ω 0.00Deg,0.04,2034-11-26,530669,196141,"20, 20","15, 15",Not Available,8.4,12.9,"51.6488874713782, -0.112721418840108",Enfield,E09000010,edge.refuse.busy
EPN-S0000000H7078,Eastern Power Networks (EPN),SOUTH BENFLEET PRIMARY 33/11KV,Primary Substation,33,Medium,TQ7792586106,98,2,98,0,,,BENFLEET,Essex,SS7 5LP,NA,2004-04-01,COLD,2023-05-25,ELP09356013,0.08Ω 0.00Deg,0.08,2039-11-26,577925,186106,"40, 40","30, 30",100%,8.4,9.1,"51.545796154387, 0.564586889590234",Castle Point,E07000069,sports.forces.composers
EPN-S0000000H7079,Eastern Power Networks (EPN),SOUTHEND WEST PRIMARY 33/11KV,Primary Substation,33,Medium,TQ8627188099,92,2,92,0,PRINCE CLOSE,,SOUTHEND,Essex,SS0 0JP,NA,1969-04-01,COLD,2023-03-30,ELP09356008-R01,1.12Ω 0.00Deg,0.03,2039-11-26,586271,188099,"38, 38","29, 29","<100%, 100%",10.8,14.7,"51.5610055194117, 0.685865984700676",Southend-on-Sea,E06000033,latter.rails.fixed
EPN-S0000000H7080,Eastern Power Networks (EPN),THE CROSS 33/11kV,Primary Substation,33,Medium,TL3661200421,170,3,170,0,,,WALTHAM CROSS,Hertfordshire,EN8 7JW,NA,1955-04-01,COLD,2021-08-23,ELP05282038-R01,0.80Ω 0.00Deg,0.12,2037-11-26,536612,200421,"19, 19, 19","15, 15, 15",<100%,14.4,18.8,"51.6859357578055, -0.0252037357225468",Broxbourne,E07000095,coins.hears.owner
EPN-S0000000H7087,Eastern Power Networks (EPN),CENTRAL EDMONTON PRIMARY 33/11kV,Primary Substation,33,Medium,TQ3437993719,109,2,109,0,,,EDMONTON N9,Greater London,N9 7AB,NA,1966-04-01,COLD,2018-10-18,ELP0061041-R01,1.70Ω 0.00Deg,0.13,2034-11-26,534379,193719,"38, 38","30, 30",<100%,17.8,25.7,"51.6262495354046, -0.0600591582255724",Enfield,E09000010,books.amber.ties
EPN-S0000000H7090,Eastern Power Networks (EPN),CHEQUERS PRIMARY 33/11KV,Primary Substation,33,Very High,TQ4899683375,127,3,127,0,CHEQUERS LANE,,DAGENHAM,Essex,RM9 6SJ,NA,1956-04-01,COLD,2021-04-08,ELP05282012-R01,11.01Ω 0.00Deg,0.02,2037-11-26,548996,183375,"13, 13, 13","10, 10, 10","<100%,  Not Available, 100%",11,11.5,"51.5296315548959, 0.146572364532085",Barking and Dagenham,E09000002,baking.elite.twice
EPN-S0000000H7092,Eastern Power Networks (EPN),CUFFLEY PRIMARY 33/11kV,Primary Substation,33,Medium,TL3073302716,87,2,87,0,,,CUFFLEY,Hertfordshire,EN6 4RY,NA,1961-04-01,COLD,2021-03-12,ELP05282011-R01,2.97Ω 0.00Deg,0.2,2037-11-26,530733,202716,"20, 20","15, 15",100%,8.8,11.8,"51.7079575068702, -0.109337517316966",Welwyn Hatfield,E07000241,healthier.tricky.begin
EPN-S0000000H7100,Eastern Power Networks (EPN),LANGDON PRIMARY 33/11KV,Primary Substation,33,Medium,TQ6584187906,94,2,94,0,LOWER DUNTON RD,LANGDON,BASILDON,Essex,RM14 3TD,NA,2009-04-01,COLD,2023-08-05,ELP09356033,0.08Ω 0.00Deg,0.04,2039-11-26,565841,187906,"24, 24","18, 18",100%,6.3,9.4,"51.5656442751686, 0.391332461295263",Thurrock,E06000034,varieties.beans.frost
EPN-S0000000H7108,Eastern Power Networks (EPN),BRENTWOOD PRIMARY 33/11kV,Primary Substation,33,Medium,TQ59509310,118,2,118,0,ROSE VALLEY,,BRENTWOOD,Essex,CM14 4HY,NA,1956-04-01,COLD,2014-01-24,P-14-3360-01,0.43Ω 0.00Deg,,2037-11-26,559500,193100,"24, 24","20, 20",100%,9.1,13.6,"51.6141351656409, 0.302285011271903",Brentwood,E07000068,funds.vets.burst
EPN-S0000000H7109,Eastern Power Networks (EPN),CANVEY PRIMARY 33/11KV,Primary Substation,33,High,TQ7877883667,101,2,101,0,,,CANVEY,Essex,SS8 9HG,NA,1962-04-01,COLD,2023-04-17,ELP09356009-R01,0.12Ω 0.00Deg,0.04,2039-11-26,578778,183667,"23, 23","18, 18",100%,10.9,17.1,"51.5236189267748, 0.575637834045731",Castle Point,E07000069,editor.items.minds
EPN-S0000000H7113,Eastern Power Networks (EPN),ONGAR PRIMARY,Primary Substation,33,High,TL5597202205,101,2,101,0,STONDON ROAD,,ONGAR,Essex,CM5 9BU,NA,1964-04-01,COLD,2014-01-24,P-14-3358-01,0.06Ω 0.00Deg,,2040-11-22,555972,202205,"23, 23","18, 18",100%,10.4,16.4,"51.6969245927576, 0.255430767380644",Epping Forest,E07000072,bells.bells.safely
EPN-S0000000H7116,Eastern Power Networks (EPN),THE LIMES 33/11kV,Primary Substation,33,High,TQ69938984,64,2,64,0,CROMPTON CLOSE,,BASILDON WEST,Essex,SS14 3AL,NA,1961-04-01,COLD,2020-10-20,ELP03607031-R01,0.35Ω 0.00Deg,0.17,2036-11-26,569930,189840,"21, 21","18, 18",100%,12.3,11.7,"51.5818013435224, 0.451205245298775",Basildon,E07000066,battle.maybe.bench
EPN-S0000000H7123,Eastern Power Networks (EPN),CHERRY GRN PRIMARY 33/11kV,Primary Substation,33,High,TL35742650,78,2,78,0,,,WESTMILL,Hertfordshire,SG9 9NW,NA,1956-04-01,HOT,2016-08-09,ESL1519020-R01 RA,0.54Ω 0.00Deg,0.3,2026-11-26,535740,226500,"15, 10","11, 8",<100%,6.9,9.5,"51.920484920332, -0.027607509225887",East Hertfordshire,E07000242,ledge.coins.president
EPN-S0000000H7134,Eastern Power Networks (EPN),STRAIGHT RD PRIMARY,Primary Substation,33,High,TQ5342690636,96,1,96,0,STRAIGHT ROAD,HAROLD HILL,ROMFORD,Essex,RM3 8HQ,NA,1956-04-01,COLD,2021-02-08,ELP05282003-R01,0.24Ω 0.00Deg,0.08,2037-11-26,553426,190636,"20, 20","15, 15",100%,9.2,13.1,"51.5936839201994, 0.213552176370882",Havering,E09000016,oldest.slices.trace
